bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Katampe,Abuja,145000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0
3.0,4.0,4.0,4.0,Block of Flats,Life Camp,Abuja,35000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,85000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Lugbe District,Abuja,75000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,65000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Surulere,Lagos,150000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
4.0,3.0,4.0,4.0,Terraced Duplexes,Wuse 2,Abuja,195000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ojodu,Lagos,75000000.0
3.0,3.0,4.0,2.0,Semi Detached Bungalow,Ajah,Lagos,36000000.0
4.0,5.0,5.0,5.0,Terraced Duplexes,Guzape District,Abuja,70000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,47000000.0
3.0,4.0,4.0,5.0,Terraced Duplexes,Lekki,Lagos,38000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,106000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,6.0,3.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,115000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,42000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Maryland,Lagos,87000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,125000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,55000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,250000000.0
6.0,7.0,7.0,4.0,Detached Duplex,Ibadan,Oyo,60000000.0
5.0,6.0,5.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,70000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Karsana,Abuja,35000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,2.0,Block of Flats,Victoria Island (VI),Lagos,140000000.0
3.0,4.0,4.0,4.0,Block of Flats,Wuye,Abuja,35000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Wuse,Abuja,140000000.0
5.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,98000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,7.0,6.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Life Camp,Abuja,45000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,230000000.0
4.0,5.0,5.0,5.0,Detached Bungalow,Lugbe District,Abuja,35000000.0
4.0,4.0,5.0,1.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,42000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,250000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Isolo,Lagos,65000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,200000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,35000000.0
3.0,4.0,4.0,1.0,Detached Bungalow,Gwarinpa,Abuja,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
3.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,45000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Victoria Island (VI),Lagos,165000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,77000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
7.0,8.0,8.0,1.0,Detached Duplex,Gwarinpa,Abuja,200000000.0
4.0,5.0,5.0,9.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,4.0,6.0,Semi Detached Bungalow,Agege,Anambara,35000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,140000000.0
6.0,7.0,7.0,6.0,Detached Duplex,Isheri,Lagos,140000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,59000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Karmo,Abuja,45000000.0
3.0,3.0,4.0,1.0,Block of Flats,Ajah,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Isolo,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
2.0,2.0,3.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Wuye,Abuja,57000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Anambara,260000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,170000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,120000000.0
4.0,5.0,5.0,1.0,Terraced Duplexes,Guzape District,Abuja,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
3.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,5.0,4.0,3.0,Semi Detached Duplex,Lekki,Lagos,38000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ifo,Ogun,35000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Gbagada,Lagos,60000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,35000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,7.0,Semi Detached Duplex,Victoria Island (VI),Lagos,230000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,200000000.0
5.0,6.0,6.0,2.0,Terraced Duplexes,Guzape District,Abuja,70000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,43000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Maryland,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,72000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,6.0,6.0,2.0,Detached Duplex,Ibeju Lekki,Lagos,65000000.0
3.0,5.0,3.0,1.0,Detached Bungalow,Port Harcourt,Rivers,35000000.0
1.0,1.0,1.0,4.0,Block of Flats,Idimu,Lagos,50000000.0
4.0,6.0,5.0,1.0,Terraced Duplexes,Jahi,Abuja,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Sango Ota,Ogun,35000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,190000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
2.0,3.0,3.0,2.0,Block of Flats,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
3.0,5.0,4.0,4.0,Block of Flats,Ikoyi,Lagos,145000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Galadimawa,Abuja,120000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Isolo,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Galadimawa,Abuja,63000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,175000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Port Harcourt,Rivers,50000000.0
4.0,5.0,6.0,4.0,Terraced Duplexes,Guzape District,Abuja,77000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Agege,Lagos,55000000.0
3.0,3.0,4.0,2.0,Block of Flats,Surulere,Lagos,37000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,240000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,90000000.0
3.0,2.0,2.0,2.0,Terraced Bungalow,Surulere,Lagos,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ibadan,Oyo,60000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,6.0,Terraced Duplexes,Mabushi,Abuja,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Ibadan,Oyo,55000000.0
4.0,5.0,6.0,4.0,Semi Detached Duplex,Maitama District,Abuja,181198248.0
6.0,6.0,7.0,5.0,Detached Duplex,Ikeja,Lagos,260000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,180000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ibeju Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Wuse 2,Abuja,190000000.0
1.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,175000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,6.0,6.0,8.0,Detached Duplex,Life Camp,Abuja,85000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Maryland,Lagos,72000000.0
3.0,3.0,4.0,3.0,Semi Detached Bungalow,Arepo,Ogun,35000000.0
9.0,9.0,1.0,4.0,Detached Duplex,Surulere,Lagos,95000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,50000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,125000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,7.0,7.0,6.0,Detached Duplex,Lekki,Lagos,106000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikeja,Lagos,160000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,74000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ajah,Lagos,55000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Ikeja,Lagos,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
3.0,3.0,4.0,2.0,Block of Flats,Yaba,Lagos,35000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Arepo,Ogun,85000000.0
4.0,4.0,5.0,5.0,Detached Bungalow,Apo,Abuja,37000000.0
3.0,4.0,4.0,2.0,Block of Flats,Lekki,Lagos,38000000.0
3.0,4.0,4.0,5.0,Block of Flats,Gaduwa,Abuja,55000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,48000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Karmo,Abuja,45000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Gwarinpa,Abuja,85000000.0
5.0,4.0,4.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
1.0,1.0,1.0,4.0,Block of Flats,Owerri Municipal,Imo,45000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,7.0,8.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,120000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Block of Flats,Oredo,Edo,35000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Apo,Abuja,65000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Port Harcourt,Rivers,250000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ikoyi,Lagos,180000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,6.0,Semi Detached Duplex,Apo,Abuja,65000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Katampe,Abuja,100000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,62000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Gwarinpa,Abuja,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lokogoma District,Abuja,63000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,62990000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Life Camp,Abuja,140000000.0
4.0,4.0,5.0,6.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Kubwa,Abuja,36500000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,68000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Port Harcourt,Rivers,160000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Ajah,Lagos,130000000.0
5.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,182000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,78000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
1.0,2.0,2.0,1.0,Block of Flats,Gudu,Abuja,190000000.0
4.0,4.0,4.0,2.0,Terraced Duplexes,Karmo,Abuja,65000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Port Harcourt,Rivers,71000000.0
5.0,6.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0
4.0,4.0,4.0,3.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikotun,Lagos,65000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,150000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Port Harcourt,Rivers,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Kukwaba,Abuja,120000000.0
4.0,5.0,5.0,4.0,Block of Flats,Oredo,Edo,150000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Surulere,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
2.0,5.0,3.0,4.0,Detached Duplex,Lekki,Lagos,38000000.0
3.0,3.0,4.0,4.0,Block of Flats,Ikoyi,Lagos,150000000.0
5.0,5.0,6.0,8.0,Semi Detached Duplex,Jahi,Abuja,210000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Katampe,Abuja,180000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,120000000.0
5.0,4.0,4.0,4.0,Detached Duplex,Ikeja,Lagos,65000000.0
4.0,4.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,53000000.0
3.0,3.0,3.0,8.0,Block of Flats,Owerri Municipal,Imo,55000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,35000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,62000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,4.0,5.0,Detached Duplex,Ogudu,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,55000000.0
3.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,5.0,7.0,2.0,Detached Bungalow,Ibeju Lekki,Lagos,45000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ibeju Lekki,Lagos,40000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Gwarinpa,Abuja,80000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Surulere,Lagos,180000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,160000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Katampe,Abuja,130000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,58000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Mbora (Nbora),Abuja,36000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,48000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Port Harcourt,Rivers,140000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,195000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,80000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,58000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Lekki,Lagos,76000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,68000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,120000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Block of Flats,Isolo,Lagos,50000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,42000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,57000000.0
6.0,7.0,7.0,8.0,Detached Duplex,Port Harcourt,Rivers,220000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,78000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
